==================================================================================================
                      Magnetopause Position Analysis
==================================================================================================
 Time(min)  Nose_Dist(Re)  Subsolar_Dist(Re)  Nose_X(Re)   Nose_Y(Re)   Nose_Z(Re)  Deviation(Re)
    853.00         10.3730         11.0072          8.6000          0.0000          5.8000          5.8000
    854.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
    855.00         10.4652         11.0072          9.4000          0.0000          4.6000          4.6000
    856.00         10.2956         11.0072          9.0000          0.0000          5.0000          5.0000
    857.00         10.2801         11.0072          8.2000          0.0000          6.2000          6.2000
    858.00         10.1548         11.0072          8.6000          0.0000          5.4000          5.4000
    859.00         10.1074         10.6018          9.0000          0.0000          4.6000          4.6000
    860.00         10.0439         10.6018          8.2000          0.0000          5.8000          5.8000
    861.00         10.0439         10.6018          8.2000          0.0000          5.8000          5.8000
    862.00         10.0439         10.6018          8.2000          0.0000          5.8000          5.8000
    863.00         10.0439         10.6018          8.2000          0.0000          5.8000          5.8000
    864.00         10.0439         11.0072          8.2000          0.0000          5.8000          5.8000
    865.00         10.0439         11.0072          8.2000          0.0000          5.8000          5.8000
    866.00          9.9639         11.0072          7.8000          0.0000          6.2000          6.2000
    867.00          9.9639         11.0072          7.8000          0.0000          6.2000          6.2000
    868.00          9.9639         11.0072          7.8000          0.0000          6.2000          6.2000
    869.00          9.9639         11.0072          7.8000          0.0000          6.2000          6.2000
    870.00          9.9479         11.0072          8.6000          0.0000          5.0000          5.0000
    871.00          9.9156         11.0072          7.4000          0.0000          6.6000          6.6000
    872.00          9.9156         11.0072          7.4000          0.0000          6.6000          6.6000
    873.00          9.9156         11.0072          7.4000          0.0000          6.6000          6.6000
    874.00          9.9156         11.0072          7.4000          0.0000          6.6000          6.6000
    875.00          9.9156         11.0072          7.4000          0.0000          6.6000          6.6000
    876.00          9.8184         10.6018          8.2000          0.0000          5.4000          5.4000
    877.00          9.6540         10.6018          7.4000          0.0000          6.2000          6.2000
    878.00          9.6540         10.6018          7.4000          0.0000          6.2000          6.2000
